artists,genres,release_date,name,popularity,uri,duration_ms,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
J Balvin,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",2023-06-15,Ginza,1,spotify:track:1QxnAQEJWN1ud5U5ODr3Wr,171093,0.749,0.815,5,-6.381,0.083,0.228,0.00117,0.0838,0.866,102.218
J Balvin,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",2023-06-14,Azul,0,spotify:track:04ao9P1v2BACYCaCGU8XMK,206373,0.842,0.828,6,-2.495,0.0696,0.101,0.00179,0.0579,0.653,94.015
J Balvin,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",2023-06-07,UN DIA (ONE DAY),1,spotify:track:4xNPy6RK5VraTfNm5dvLpw,232146,0.58,0.695,6,-8.244,0.0671,0.00638,0,0.174,0.402,168.124
J Balvin,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",2023-06-16,No Es Justo,0,spotify:track:3g4WdVJhbCsoC7V6fGPhqm,251266,0.811,0.812,7,-4.47,0.0635,0.151,0.000362,0.152,0.689,87.98
Daddy Yankee,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",2017-09-29,Vuelve,78,spotify:track:0gCPvo1GkbtPhMqg5Gbx1K,279613,0.734,0.531,1,-5.662,0.0321,0.196,0,0.119,0.199,130.024
Wisin & Yandel,"['electro latino', 'reggaeton', 'trap latino', 'urbano latino']",2005-01-01,Rakata,74,spotify:track:1kQqiC1rS1FiuVpeBKN0QN,172680,0.872,0.786,1,-5.473,0.142,0.0348,0,0.0776,0.722,96.002
Maluma,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'urbano latino']",2023-06-08,COCO LOCO,78,spotify:track:3kmWIej9tXjSWWYc9tPjJk,166734,0.783,0.868,7,-2.961,0.0591,0.19,0,0.165,0.727,109.977
NATTI NATASHA,"['latin pop', 'rap latina', 'reggaeton', 'urbano latino']",2017-09-01,Criminal,78,spotify:track:6Za3190Sbw39BBC77WSS1C,232549,0.814,0.813,2,-3.023,0.0561,0.03,9.33e-05,0.255,0.839,79.997
Anuel AA,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']",2019-07-19,China,77,spotify:track:2ksOAxtIxY8yElEWw8RhgK,301714,0.786,0.808,7,-3.702,0.0882,0.0846,0.000289,0.0822,0.609,105.027
Ivy Queen,"['latin hip hop', 'rap latina', 'reggaeton', 'trap latino', 'urbano latino']",2004-01-27,Quiero Bailar,77,spotify:track:7mY1dIaY9vY6Jrlrjg3dRn,186506,0.836,0.842,5,-5.233,0.105,0.285,0,0.277,0.757,94.946
Maluma,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'urbano latino']",2018-05-18,Felices los 4,76,spotify:track:1RouRzlg8OKFeqc6LvdxmB,230000,0.766,0.756,5,-5.861,0.132,0.213,0,0.349,0.716,94.027
Dirty Heads,"['reggae fusion', 'reggae rock']",2016-07-15,Oxygen,65,spotify:track:3YbtjYddK11NTDdUpC4nGp,225394,0.68,0.878,8,-3.923,0.0554,0.0744,0,0.137,0.769,169.987
El Alfa,"['dembow', 'rap dominicano', 'reggaeton', 'trap latino', 'urbano latino']",2023-03-16,Helicoptero,72,spotify:track:4xGuA6Amh6K4MVoxXgYrKU,137014,0.891,0.71,8,-4.335,0.199,0.306,0.0393,0.062,0.381,118.022
De La Ghetto,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",2006-01-01,Sensacion Del Bloque,79,spotify:track:5clFSlfkCRlhnH1cAQjSBi,182186,0.709,0.726,7,-7.129,0.0411,0.0977,0,0.301,0.404,92.006
Tainy,"['pop reggaeton', 'reggaeton', 'trap latino', 'urbano latino']",2023-06-01,FANTASMA | AVC,77,spotify:track:7fsQJ46vwtDi5p9DzeRDzB,285074,0.487,0.779,1,-2.938,0.0965,0.0259,0,0.0985,0.573,98.972
Plan B,"['reggaeton', 'trap latino', 'urbano latino']",2014-08-25,Fanática Sensual,72,spotify:track:5ZFpEsxK5VlLkJi3v7ar2Y,240320,0.793,0.853,1,-3.655,0.0477,0.0937,0,0.085,0.906,164.022
Becky G,"['latin pop', 'latin viral pop', 'rap latina', 'reggaeton', 'urbano latino']",2019-10-18,Mayores,75,spotify:track:2AY1UAimvTqjJC8vDJsOyy,203186,0.745,0.836,5,-4.336,0.0444,0.145,0.00314,0.116,0.874,96.993
KAROL G,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",2021-03-26,Tusa,76,spotify:track:0dKg2vGC1hFqcK5LGTaKzX,201920,0.799,0.701,2,-3.272,0.282,0.309,7.36e-05,0.0514,0.607,100.946
Damian Marley,"['reggae', 'reggae fusion']",2005-01-01,Welcome To Jamrock,74,spotify:track:22AbXxQbMdVqEz7xJjhccG,213200,0.836,0.661,7,-6.502,0.338,0.0208,0,0.449,0.753,76.71
Ryan Castro,"['reggaeton', 'trap colombiano', 'trap latino', 'urbano latino']",2021-09-21,Malory,79,spotify:track:4T18CIOag4LfuqqfzyBQmw,116635,0.803,0.745,2,-5.251,0.0657,0.136,0.00763,0.0712,0.628,107.077
Bad Bunny,"['reggaeton', 'trap latino', 'urbano latino']",2020-11-27,BOOKER T,78,spotify:track:26w9NTiE9NGjW1ZvIOd1So,156430,0.883,0.6,7,-7.188,0.37,0.114,7.94e-06,0.0931,0.691,113.903
Piso 21,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",2018-12-14,Te Vi,81,spotify:track:059bcIhyc2SBwm6sw2AZzd,231848,0.877,0.777,1,-4.246,0.117,0.0446,3.46e-05,0.0863,0.706,102.02
Arcángel,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",2016-09-30,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),80,spotify:track:6NSMQFKgjpQb0KkjMDYIK0,264000,0.815,0.514,6,-9.446,0.361,0.54,0,0.611,0.623,120.054
Myke Towers,"['reggaeton', 'trap latino', 'urbano latino']",2023-06-09,Experimento,2,spotify:track:382Hcd8OVbGQzEnuzYsVuL,222728,0.805,0.806,6,-3.589,0.0393,0.0828,0,0.156,0.682,110.042
Maluma,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'urbano latino']",2020-11-05,Hawái - Remix,73,spotify:track:0GzuHFG4Ql6DoyxFRnIk3F,200481,0.766,0.788,6,-3.128,0.312,0.105,5.81e-06,0.142,0.609,179.984
Iration,['reggae rock'],2010-03-16,Time Bomb,64,spotify:track:0KtKac3tvjeGjg6FXcUy7X,190693,0.754,0.59,4,-6.525,0.046,0.192,0,0.11,0.784,147.107
Bob Marley & The Wailers,"['reggae', 'roots reggae']",2002-01-01,Three Little Birds,72,spotify:track:7vggqxNKwd6xdRoYS0pQtM,180440,0.825,0.494,9,-10.486,0.0698,0.00974,5.15e-06,0.0361,0.626,74.103
Anuel AA,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']",2018-07-17,Quiere Beber,78,spotify:track:0FDMH2ahuIVzCybwHJK9zh,187125,0.773,0.57,8,-3.482,0.113,0.372,0.00524,0.108,0.772,95.038
Rauw Alejandro,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",2020-11-13,Pensándote,72,spotify:track:2wnhst8yHA4gKuojAgZedh,216413,0.79,0.655,1,-3.376,0.0762,0.464,0.00165,0.0837,0.56,170.023
KAROL G,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",2020-10-23,BICHOTA,76,spotify:track:7vrJn5hDSXRmdXoR30KgF1,178946,0.863,0.666,1,-4.158,0.152,0.212,0.000493,0.103,0.838,163.908
Coheed and Cambria,['modern alternative rock'],2005-01-15,Welcome Home,68,spotify:track:42GP0xKtkolBnmqQRvSllO,374973,0.442,0.951,11,-5.27,0.11,0.00648,1.12e-06,0.0887,0.158,154.004
TOOL,"['alternative metal', 'art rock', 'nu metal', 'progressive metal', 'progressive rock', 'rock']",2006-04-28,The Pot,71,spotify:track:1lATXTBJDHwawvT1UfxWu3,381946,0.469,0.79,7,-6.889,0.0391,0.000148,0.372,0.282,0.466,107.45
KAYTRANADA,"['alternative r&b', 'escape room', 'indie soul', 'lgbtq+ hip hop']",2019-12-13,10%,72,spotify:track:41SwdQIX8Hy2u6fuEDgvWr,186680,0.794,0.757,6,-6.644,0.123,0.0267,0.000306,0.0621,0.615,107.99
Deftones,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']",2006-10-25,Beware,70,spotify:track:2ASygm7048ssav4ekbehPS,360666,0.265,0.714,8,-5.393,0.0375,0.000129,0.432,0.137,0.1,145.156
The Internet,"['alternative r&b', 'lgbtq+ hip hop']",2018-07-20,Hold On,69,spotify:track:5tqZJUHEuqdN12RZVq2l9p,406466,0.7,0.414,0,-10.864,0.0373,0.849,0.0606,0.107,0.444,60.479
The Mowgli's,"['indie poptimism', 'modern alternative rock', 'modern rock', 'stomp and holler']",2013-01-01,San Francisco,67,spotify:track:5RRWirYSE08FPKD6Mx4v0V,173093,0.307,0.847,11,-4.215,0.0551,0.0215,0,0.0783,0.34,93.072
Crystal Castles,"['alternative dance', 'bitpop', 'digital hardcore', 'indietronica', 'neo-synthpop', 'new rave', 'nintendocore']",2012-01-01,Transgender,69,spotify:track:26ZzSLUJMmYp5u1hDELEWH,184760,0.522,0.914,7,-8.285,0.0379,0.000164,0.847,0.24,0.0364,137.939
Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2012-06-20,BURN IT DOWN,77,spotify:track:7oVEtyuv9NBmnytsCIsY5I,230253,0.585,0.972,9,-4.45,0.0534,0.0143,0,0.0707,0.585,110.006
Killswitch Engage,"['alternative metal', 'boston metal', 'melodic metalcore', 'metalcore', 'nu metal', 'post-grunge']",2006-01-21,My Curse,72,spotify:track:6zKF4293k44ItKWJJgrhXv,244773,0.197,0.956,10,-2.908,0.0663,7.61e-05,0.00992,0.261,0.209,177.018
Bakar,['uk alternative hip hop'],2019-09-20,Hell N Back,70,spotify:track:6xxG3HbexOhJKyiLmtUPhT,213573,0.633,0.684,10,-4.314,0.591,0.314,8.95e-05,0.112,0.725,209.688
The Internet,"['alternative r&b', 'lgbtq+ hip hop']",2015-06-26,"Palace/Curse (feat. Tyler, The Creator & Steve Lacy)",68,spotify:track:300DUx4tdtCdGEUXR032jA,440013,0.447,0.625,10,-8.212,0.323,0.0351,0.000727,0.243,0.261,67.104
The 1975,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie', 'rock']",2018-11-30,Love It If We Made It,74,spotify:track:6WmIyn2fx1PKQ0XDpYj4VR,252925,0.472,0.745,4,-5.297,0.0356,0.000607,2.74e-05,0.0957,0.0631,180.06
Avenged Sevenfold,"['alternative metal', 'nu metal']",2003-08-26,Unholy Confessions,71,spotify:track:78XFPcFYN8YFOHjtVwnPsl,283826,0.447,0.876,2,-5.446,0.066,0.000359,0.00103,0.255,0.532,92.535
Cold War Kids,"['indie rock', 'modern alternative rock', 'modern rock', 'piano rock', 'stomp and holler']",2014-10-31,First,69,spotify:track:3omXshBamrREltcf24gYDC,200360,0.468,0.692,2,-4.015,0.0295,0.0202,2.39e-06,0.523,0.561,78.009
A Perfect Circle,"['alternative metal', 'alternative rock', 'nu metal', 'rock', 'supergroup']",2000-01-01,Judith,69,spotify:track:5KDNFlHAdDJ84fhK27c35X,247266,0.366,0.894,11,-4.682,0.0568,3.45e-05,0.17,0.267,0.304,82.305
Chevelle,"['alternative metal', 'christian rock', 'nu metal', 'post-grunge']",2002,Send the Pain Below,67,spotify:track:6dRAAG4sB71NAtVCHJep7s,252360,0.468,0.851,11,-3.617,0.0398,0.000281,0.00483,0.0644,0.293,92.079
Saint Motel,"['la indie', 'modern alternative rock', 'modern rock', 'pov: indie']",2014-08-16,Cold Cold Man,71,spotify:track:6RKGBcDtgzXx21zUjpeu6F,230773,0.613,0.661,9,-4.984,0.0263,0.00652,0,0.0976,0.509,110.978
System Of A Down,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2005-11-22,Hypnotize,73,spotify:track:6oO7WMjD6kEvCITLbVj0mu,189440,0.274,0.92,6,-4.096,0.0489,0.0303,0.000412,0.115,0.0397,154.016
Puddle Of Mudd,"['alternative metal', 'nu metal', 'post-grunge']",2007-01-01,Psycho,67,spotify:track:3e2KBwxibC1rq4bA5TNKW2,210653,0.573,0.897,1,-3.549,0.0553,0.00473,0,0.278,0.463,126.034
Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2000-10-24,A Place for My Head,75,spotify:track:5rAxhWcgFng3s570sGO2F8,184640,0.603,0.908,11,-5.254,0.184,0.0144,0,0.671,0.457,133.063
Victoria Monét,['alternative r&b'],2023-05-10,Party Girls (feat. Buju Banton),69,spotify:track:5h0uJbjD9QEvXwigegc5O5,243094,0.435,0.785,9,-5.946,0.239,0.296,0.000886,0.346,0.742,79.301
Nine Inch Nails,"['alternative metal', 'alternative rock', 'cyberpunk', 'electronic rock', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rock']",2005-05-03,The Hand That Feeds,67,spotify:track:5ugzDiilhy6ILKmKfhEzd7,211680,0.587,0.99,0,-4.496,0.0783,0.0172,0.000668,0.104,0.486,127.992
Avenged Sevenfold,"['alternative metal', 'nu metal']",2023-06-02,Game Over,70,spotify:track:5dSidrJ5XHdP1xb11xpV2z,226066,0.357,0.841,9,-9.217,0.063,0.0034,0.0507,0.151,0.114,87.01
Queens of the Stone Age,"['alternative metal', 'alternative rock', 'grunge', 'modern rock', 'nu metal', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']",2002,Go With The Flow,66,spotify:track:45DElIx0dXqUH4A88yQFdE,187120,0.242,0.992,4,-3.9,0.0988,0.0148,0.113,0.833,0.374,159.37
CAKE,"['alternative rock', 'pop rock', 'post-grunge', 'sacramento indie']",2001-07-23,Short Skirt / Long Jacket,68,spotify:track:3OOFEF20WqtsUPcRbPY3L7,204133,0.778,0.899,2,-6.552,0.0451,0.0028,0.0345,0.0263,0.881,119.995
Saint Motel,"['la indie', 'modern alternative rock', 'modern rock', 'pov: indie']",2016-10-21,Sweet Talk,69,spotify:track:6kcHg7XL6SKyPNd78daRBL,192040,0.67,0.843,1,-4.311,0.0454,0.0392,0,0.225,0.713,117.01
Daughtry,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']",2006,It's Not Over,66,spotify:track:234RqTZmnDTnxWlVciXHLD,215026,0.428,0.919,10,-3.245,0.0618,0.0503,0,0.245,0.294,145.927
Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",2003-03-24,Breaking the Habit,69,spotify:track:6n8TMVyFKoUmDc4apxceRD,196906,0.579,0.849,4,-5.218,0.0303,0.108,0,0.0909,0.581,100.021
Masego,"['alternative r&b', 'indie soul']",2020-11-13,Mystery Lady,72,spotify:track:0bkTdkWwGk3OGFX0afD3Wj,228453,0.747,0.494,3,-7.957,0.141,0.393,0,0.0982,0.624,76.006
Deftones,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']",2012-11-09,Entombed,69,spotify:track:4bLCPfBLKlqiONo6TALTh5,299240,0.399,0.753,10,-3.882,0.0375,0.00593,0.128,0.366,0.167,130.055
The Used,"['alternative metal', 'neon pop punk', 'pop emo', 'post-grunge', 'post-hardcore', 'screamo']",2002-06-25,The Taste of Ink,69,spotify:track:5jZ1Z2GFTf2gwmFc3qiUxs,208693,0.541,0.904,7,-3.001,0.0435,0.00143,0,0.193,0.541,98.122
Five Finger Death Punch,"['alternative metal', 'groove metal', 'nu metal']",2015-09-04,Wash It All Away,66,spotify:track:05QquCUFrpkKTHz5Sy09nc,225705,0.486,0.984,4,-3.619,0.0717,2.26e-05,0,0.28,0.277,123.64
Free Nationals,"['alternative r&b', 'indie soul']",2019-12-13,Time,71,spotify:track:7klPHv3HnXdUY3dSfTccNc,210385,0.469,0.771,5,-7.071,0.338,0.518,0.000197,0.0789,0.298,88.968
Creed,"['alternative metal', 'nu metal', 'post-grunge', 'rock']",2001-01-01,My Sacrifice,74,spotify:track:2VSbEXqs6NbNiZSTcHlIDR,294600,0.32,0.88,2,-6.035,0.0504,0.000101,4.31e-06,0.076,0.257,146.349
Wolfmother,"['alternative rock', 'australian psych', 'garage rock', 'modern blues rock', 'modern rock', 'rock']",2006-01-01,Joker And The Thief,69,spotify:track:7ISL3LO8AWP3fKIXunvqTa,280466,0.264,0.78,0,-2.741,0.0517,0.0452,0.0222,0.376,0.456,155.376
Avenged Sevenfold,"['alternative metal', 'nu metal']",2023-06-02,Mattel,70,spotify:track:4KyghCEewQOSZ4OdvQwFN3,330386,0.291,0.822,2,-7.089,0.0459,9.8e-05,0.0275,0.113,0.264,127.1
BØRNS,"['indie poptimism', 'indietronica', 'modern alternative rock', 'modern rock', 'pov: indie']",2015-10-16,Past Lives,73,spotify:track:1Dr5JexwA15wmKe7Y7maA9,274320,0.743,0.685,4,-6.863,0.0975,0.0664,6.75e-05,0.0884,0.443,109.988
Florence + The Machine,"['baroque pop', 'modern rock', 'neo mellow', 'uk alternative pop']",2011-01-01,Shake It Out,67,spotify:track:4lY95OMGb9WxP6IYut64ir,277720,0.527,0.804,10,-4.168,0.0358,0.0104,0,0.105,0.221,107.486
Three Days Grace,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge', 'rock']",2015-03-27,Painkiller,73,spotify:track:6OMO6WdRhSfjMPAiPT94wH,179160,0.376,0.95,9,-4.067,0.0641,0.00021,0,0.0377,0.438,178.018
The 1975,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie', 'rock']",2013-01-01,Chocolate,67,spotify:track:44Ljlpy44mHvLJxcYUvTK0,224640,0.591,0.94,11,-4.341,0.0522,0.00391,0,0.383,0.676,100.043
Slipknot,"['alternative metal', 'nu metal', 'rap metal', 'rock']",2019-08-09,Unsainted,74,spotify:track:5mpUKTdskZea0gStWzeHUZ,260773,0.427,0.946,7,-2.188,0.0469,0.000118,0.0253,0.0604,0.237,101.305
3 Doors Down,"['alternative metal', 'nu metal', 'post-grunge', 'rock']",2008-01-01,It's Not My Time,66,spotify:track:0uybt73QFXaLCoxuVf6fhm,241960,0.532,0.935,0,-4.798,0.0619,0.00133,8.37e-06,0.106,0.309,128.025
Bullet For My Valentine,"['alternative metal', 'melodic metalcore', 'nu metal', 'pop punk', 'post-grunge', 'uk metalcore', 'welsh metal']",2006-02-14,Tears Don't Fall,67,spotify:track:1kdiiFGX1Htx0aVZYaDwEJ,348386,0.213,0.927,7,-3.378,0.14,0.000729,4.85e-06,0.081,0.28,162.109
Sturgill Simpson,"['alternative americana', 'kentucky roots', 'nashville singer-songwriter', 'new americana', 'outlaw country']",2013-06-11,You Can Have the Crown,66,spotify:track:1aSsE0qevtf2YDXmdFOY6b,170240,0.324,0.95,9,-4.889,0.205,0.0288,0,0.368,0.657,186.346
Godsmack,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",2010-01-01,Cryin' Like A Bitch!!,68,spotify:track:4a9i7rCLfPjbS1sNamZeQN,201666,0.543,0.808,10,-5.484,0.0407,7.19e-05,0.00336,0.114,0.472,95.19
Halestorm,"['alternative metal', 'nu metal', 'post-grunge']",2012-04-09,I Miss the Misery,66,spotify:track:3gmEzilP9BzF45wIMvA16l,183506,0.469,0.969,0,-2.219,0.0589,0.009,1.11e-05,0.346,0.476,164.042
Foo Fighters,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",2002-10-22,Times Like These,74,spotify:track:67vYdAAM3oGsEImCRfbtsF,265560,0.376,0.908,4,-3.793,0.0879,1.4e-05,1.4e-05,0.241,0.266,144.581
Deftones,"['alternative metal', 'nu metal', 'rap metal', 'rock', 'sacramento indie']",2000-05-16,Digital Bath,70,spotify:track:2jSJm3Gv6GLxduWLenmjKS,255373,0.338,0.859,4,-4.938,0.0824,0.00122,0.211,0.0936,0.504,92.966
Stone Sour,"['alternative metal', 'nu metal', 'post-grunge', 'rock']",2006,Through Glass,73,spotify:track:5NeIONQWJ25uPylJBJiO4c,282946,0.545,0.753,3,-4.618,0.036,0.0417,0,0.389,0.434,105.754
A Day To Remember,"['alternative metal', 'metalcore', 'pop punk', 'screamo']",2010-11-16,All I Want,71,spotify:track:4JsDHMv5PVO8N07DbDq33r,202640,0.349,0.981,2,-3.228,0.141,2.58e-05,0,0.343,0.207,160.042
Sir Chloe,"['indie pop', 'pov: indie']",2020-10-23,Michelle,74,spotify:track:6XrTwqp0vMc2Z3m4ttoyRe,214087,0.366,0.439,4,-5.238,0.0298,0.0781,1.92e-05,0.108,0.11,115.94
Dominic Fike,"['alternative pop rock', 'pov: indie']",2023-05-26,Ant Pile,73,spotify:track:2hR3npB7rQOqRXS4yISzFs,126233,0.804,0.722,0,-4.502,0.0526,0.0794,0.000757,0.346,0.92,124.997
Rebzyyx,"['hyperpop', 'pov: indie', 'sped up']",2021-02-09,all I want is you,77,spotify:track:7lOvJBqH38ZY59eLU7bioq,151415,0.46,0.999,11,-1.307,0.325,0.112,0,0.245,0.779,145.911
AJR,['pov: indie'],2017-06-09,Weak,68,spotify:track:5DZwnLxHjWTZaz9jOpRhxb,201159,0.67,0.643,5,-4.553,0.0465,0.118,0,0.192,0.703,123.979
Dominic Fike,"['alternative pop rock', 'pov: indie']",2018-10-16,3 Nights,75,spotify:track:0uI7yAKUf52Cn7y3sYyjiX,177666,0.815,0.518,7,-6.594,0.0897,0.223,0,0.104,0.877,151.891
boygenius,['indie pop'],2023-03-31,Emily I'm Sorry,73,spotify:track:693xmBAOD4xwkS4W71W1Jn,214866,0.581,0.38,11,-12.162,0.0473,0.897,0.175,0.104,0.489,135.939
Foster The People,"['indietronica', 'modern alternative rock', 'modern rock', 'rock']",2017-07-21,Sit Next to Me,73,spotify:track:4BdGO1CaObRD4La9l5Zanz,243146,0.638,0.738,6,-4.976,0.0292,0.117,0.000384,0.689,0.657,97.021
Tyler Childers,"['kentucky indie', 'kentucky roots', 'outlaw country']",2018-06-29,Rock Salt and Nails (Live),70,spotify:track:20dkebBtPR4AJ8vVos41Gw,194813,0.449,0.296,0,-12.608,0.0361,0.892,0.000755,0.892,0.139,139.828
Young the Giant,"['indietronica', 'modern alternative rock', 'modern rock', 'pov: indie', 'stomp and holler']",2014-01-17,Mind Over Matter,75,spotify:track:5Az8KU81g2aLBbJN67F2CI,244693,0.466,0.763,0,-4.448,0.0318,0.000501,0,0.0973,0.293,154.914
Two Door Cinema Club,"['indie rock', 'indietronica', 'irish rock', 'modern alternative rock', 'modern rock', 'northern irish indie']",2010-02-17,Undercover Martyn,70,spotify:track:0bePGTDjn0XuEKoN7rOMvV,167773,0.454,0.873,2,-5.072,0.122,0.000244,1.73e-05,0.0847,0.562,159.814
Colter Wall,"['canadian americana', 'canadian contemporary country', 'outlaw country', 'saskatchewan indie']",2017-05-12,Fraulein (feat. Tyler Childers),70,spotify:track:1zLWKvegCtyjWaVWQFFX5W,143000,0.486,0.112,7,-14.27,0.033,0.94,9.36e-05,0.123,0.545,140.125
mike.,"['indie pop rap', 'rhode island rap']",2015-10-30,These Days,72,spotify:track:5tsI3xxDHDgzHhn30LTQNz,268565,0.815,0.364,2,-11.158,0.375,0.533,3.52e-05,0.108,0.328,129.937
Dominic Fike,"['alternative pop rock', 'pov: indie']",2020-07-31,Why,73,spotify:track:1xLs8Mu1QEVbGCpyHQ2r2U,139906,0.684,0.856,6,-2.676,0.0411,0.342,0.00728,0.109,0.343,117.027
Cage The Elephant,"['modern alternative rock', 'modern rock', 'pov: indie', 'punk blues', 'rock']",2015-12-18,Trouble,74,spotify:track:5n0CTysih20NYdT2S0Wpe8,225973,0.47,0.623,0,-5.655,0.0302,0.392,0.000439,0.0992,0.298,77.861
Edward Sharpe & The Magnetic Zeros,"['la indie', 'stomp and holler']",2009-07-07,Home - 2019 - Remaster,72,spotify:track:7KWGfnsUU4Ri46TIvjpAPx,306373,0.53,0.634,2,-5.759,0.0311,0.249,0.000622,0.0979,0.106,111.615
Fitz and The Tantrums,"['la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'pov: indie']",2017-07-24,HandClap,69,spotify:track:4qRaZYiaOsSvWC7VgcxrI0,193253,0.636,0.836,8,-3.004,0.0427,0.00609,0.000157,0.0828,0.715,139.956
The Front Bottoms,"['asbury park indie', 'emo', 'new jersey indie', 'pov: indie']",2013-05-21,Twin Size Mattress,72,spotify:track:14N3tALR3Mhf7UHpJRKk4L,264676,0.325,0.867,4,-5.53,0.0809,0.00548,4.33e-06,0.103,0.336,144.866
Noah Kahan,['pov: indie'],2023-06-09,Northern Attitude,70,spotify:track:0F2ptTeWy3Yf7kuFMyNdSb,267256,0.512,0.637,3,-8.181,0.048,0.131,3.63e-05,0.104,0.322,121.991
Jack Stauber's Micropop,"['pov: indie', 'weirdcore']",2019-05-30,Just Take My Wallet,73,spotify:track:2dNKGg5Nn1JNVH1GRd41bp,79942,0.566,0.147,0,-16.866,0.0817,0.956,0.755,0.115,0.21,183.776
Mt. Joy,"['pov: indie', 'stomp and holler']",2018-03-02,Astrovan,70,spotify:track:14e46mURUUwB3i2vTe1gFz,186133,0.548,0.444,3,-9.4,0.0384,0.866,0,0.134,0.62,169.917
Surf Curse,"['dreamo', 'indie surf', 'pov: indie', 'surf punk', 'vegas indie']",2019-06-12,Disco,72,spotify:track:2Lumsra3kuU61wXkEKzKaK,152760,0.473,0.621,11,-8.698,0.0291,0.0253,0.000366,0.19,0.782,173.083
Noah Kahan,['pov: indie'],2022-10-14,New Perspective,70,spotify:track:1M39ETXmej4g9EMSeXPUgj,256871,0.685,0.522,5,-9.635,0.0415,0.264,1.31e-06,0.0837,0.509,156.529
Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",2013-09-09,Snap Out Of It,82,spotify:track:0NdTUS4UiNYCNn5FgVqKQY,193030,0.728,0.638,5,-6.455,0.0336,0.249,0,0.116,0.872,130.014
AnnenMayKantereit,"['cologne indie', 'german singer-songwriter']",2019-06-28,Tom's Diner,78,spotify:track:0oA9wBGDY4uyILLg4GymWP,269333,0.68,0.428,6,-8.107,0.135,0.376,0.000344,0.355,0.334,98.222
Maggie Rogers,['indie pop'],2019-01-18,Alaska,72,spotify:track:4HfLQJtVT1KiX1eVedDyTm,188000,0.847,0.386,9,-10.668,0.0507,0.411,0.00176,0.108,0.178,104.001
G-Eazy,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap']",2015-12-04,"Me, Myself & I",79,spotify:track:40YcuQysJ0KlGQTeGUosTC,251466,0.756,0.674,0,-6.518,0.0959,0.0184,0,0.158,0.389,111.995
Glass Animals,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']",2016-08-26,The Other Side Of Paradise,73,spotify:track:0rRjGruFonCGOt0S5zAJNQ,320654,0.689,0.338,11,-7.634,0.0629,0.349,5.7e-05,0.0649,0.568,128.012
Cavetown,"['bedroom pop', 'indie pop', 'pov: indie']",2015-08-03,This Is Home,73,spotify:track:7s8VgA8OjvwBUuigKzEGBx,226073,0.811,0.266,7,-12.478,0.0406,0.56,1.05e-06,0.0962,0.211,130.044
Angus & Julia Stone,"['australian indie folk', 'indie folk']",2010-03-30,Big Jet Plane,70,spotify:track:3WGsYiBXmaT8XyY4Fmry2v,239146,0.762,0.387,10,-8.643,0.0277,0.239,0.00756,0.13,0.274,109.959
