artists,genres,release_date,name,popularity,uri,duration_ms,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
DJ Snake,"['edm', 'electronic trap', 'pop', 'pop dance']",2023-06-02,Sober,4,spotify:track:7du0CVmlHoTtGp79X0VkA1,206666,0.576,0.934,0,-3.519,0.178,0.0555,0,0.103,0.392,125.929
LCD Soundsystem,"['alternative dance', 'alternative rock', 'art pop', 'dance rock', 'dance-punk', 'electronic rock', 'electronica', 'indie rock', 'indietronica', 'neo-synthpop', 'new rave']",2017-09-01,oh baby,60,spotify:track:53PkA8aXiwH4ppa0V0iO7o,349693,0.58,0.622,5,-12.005,0.0352,0.0192,0.653,0.648,0.781,169.442
San Holo,"['brostep', 'edm', 'electro house', 'electronic trap', 'future bass', 'pop dance']",2023-06-02,BRING BACK THE COLOR (feat. AURORA),65,spotify:track:575i9kr1iypkCZyfJuoAlZ,168545,0.626,0.902,7,-3.749,0.073,0.0058,0.0199,0.142,0.395,109.981
San Holo,"['brostep', 'edm', 'electro house', 'electronic trap', 'future bass', 'pop dance']",2023-05-12,Out Of Options (feat. midwxst),59,spotify:track:4VJRH6rxf9BkGYUsadAXdN,156500,0.382,0.79,10,-3.86,0.121,0.31,0,0.397,0.346,172.044
deadmau5,"['canadian electronic', 'complextro', 'edm', 'electro house', 'pop dance', 'progressive house']",2022-06-24,Escape - Subtronics Remix,57,spotify:track:11IQ89bxoC3bklnfP5TZiM,225103,0.562,0.837,9,-5.007,0.0843,0.0763,0.00846,0.135,0.232,145.059
deadmau5,"['canadian electronic', 'complextro', 'edm', 'electro house', 'pop dance', 'progressive house']",2012-05-06,The Veldt - Radio Edit,58,spotify:track:5H0CfA9GaNg0wROR9K3X3K,170059,0.736,0.759,9,-7.066,0.0347,0.0573,0.207,0.0778,0.485,128.039
DVBBS,"['canadian electronic', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'slap house']",2013-09-02,Tsunami,67,spotify:track:0vZCG0H9KhtU7K8MEUVAoV,236706,0.699,0.839,4,-5.353,0.0481,0.0483,0.655,0.0897,0.264,128.026
Chromatics,"['alternative dance', 'art pop', 'dream pop', 'electronica', 'indietronica', 'modern dream pop', 'neo-synthpop']",2017-12-09,Cherry,60,spotify:track:4sRmzVSedvFkENbSJ342Ex,271952,0.655,0.782,7,-6.388,0.0355,0.0336,0.228,0.175,0.812,108.245
deadmau5,"['canadian electronic', 'complextro', 'edm', 'electro house', 'pop dance', 'progressive house']",2023-06-09,The Veldt Cinema - BYNX Edit,62,spotify:track:1GD5ooLHgV9nolrem1DBiB,277298,0.587,0.829,9,-4.906,0.0326,0.0716,5.27e-05,0.15,0.162,127.977
San Holo,"['brostep', 'edm', 'electro house', 'electronic trap', 'future bass', 'pop dance']",2022-06-01,We Will Meet Again,58,spotify:track:6VpRQDOM7nQ6viuVUSXWGn,201199,0.401,0.786,1,-6.455,0.055,0.367,0.0065,0.134,0.264,134.87
DJ Snake,"['edm', 'electronic trap', 'pop', 'pop dance']",2017-09-21,A Different Way (with Lauv),68,spotify:track:1YMBg7rOjxzbya0fPOYfNX,198285,0.784,0.757,8,-3.912,0.0384,0.495,1.18e-06,0.142,0.587,104.996
San Holo,"['brostep', 'edm', 'electro house', 'electronic trap', 'future bass', 'pop dance']",2015-02-23,We Rise,58,spotify:track:7uSZPbd8DxdkmSauCKnITY,266482,0.747,0.491,6,-6.043,0.0639,0.197,1.77e-05,0.0837,0.827,145.034
DVBBS,"['canadian electronic', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'slap house']",2020-06-05,Tinted Eyes (feat. blackbear & 24kGoldn),60,spotify:track:68UW3plyDDNg1dkNIZRezJ,175081,0.743,0.801,5,-4.097,0.0343,0.00598,2.46e-05,0.178,0.381,121.965
Justice,"['alternative dance', 'dance-punk', 'electronica', 'filter house', 'indietronica', 'new rave']",2007-06-11,Genesis,62,spotify:track:4wSmqFg31t6LsQWtzYAJob,234960,0.693,0.789,9,-5.13,0.384,0.0168,0.366,0.0985,0.283,117.055
Flying Lotus,"['afrofuturism', 'alternative hip hop', 'electronica', 'escape room', 'experimental hip hop', 'glitch', 'glitch hop', 'indietronica', 'instrumental hip hop', 'intelligent dance music', 'jazztronica', 'psychedelic hip hop', 'wonky']",2021-04-30,Crust,61,spotify:track:6ri6ZQWxqIZgYd2RfsnKNa,133520,0.676,0.408,9,-7.937,0.0811,0.576,0.867,0.201,0.226,106.515
deadmau5,"['canadian electronic', 'complextro', 'edm', 'electro house', 'pop dance', 'progressive house']",2010-02-23,Strobe - Radio Edit,55,spotify:track:0pgEx0eQPVh3fDpJcP4BqL,212066,0.656,0.662,8,-9.345,0.0307,8.12e-05,0.886,0.104,0.0712,128.022
The Avalanches,"['australian alternative rock', 'australian dance', 'collage pop', 'electronica', 'indietronica', 'new rave', 'psychedelic hip hop']",2016-07-08,Because I’m Me,57,spotify:track:3f3HHRPF5vAo90GwdpDMaQ,252800,0.472,0.805,8,-5.793,0.086,0.0491,0.0162,0.337,0.512,94.922
DJ Snake,"['edm', 'electronic trap', 'pop', 'pop dance']",2022-12-20,Guddi Riddim,67,spotify:track:5yN3wXc6fvM5SPTFjL6c4G,210000,0.72,0.978,9,-4.495,0.0595,0.00147,0.819,0.0283,0.196,127.984
Martin Jensen,"['danish electronic', 'edm', 'pop dance']",2019-03-01,Nobody,62,spotify:track:2qfEcCkEo5NscA9GL7ER72,211040,0.673,0.687,6,-5.295,0.0623,0.269,0,0.181,0.524,96.964
Tycho,"['downtempo', 'electronica', 'indietronica', 'intelligent dance music']",2011-10-04,A Walk,56,spotify:track:0sQNqu37YQQSI3K0ueswyA,316919,0.659,0.717,9,-7.816,0.0318,0.331,0.911,0.127,0.384,139.952
deadmau5,"['canadian electronic', 'complextro', 'edm', 'electro house', 'pop dance', 'progressive house']",2008-09-26,I Remember,53,spotify:track:6V7SBJsDG9B4iVywka4koo,547502,0.813,0.515,11,-8.044,0.0465,0.0236,0.25,0.115,0.633,128.01
Flying Lotus,"['afrofuturism', 'alternative hip hop', 'electronica', 'escape room', 'experimental hip hop', 'glitch', 'glitch hop', 'indietronica', 'instrumental hip hop', 'intelligent dance music', 'jazztronica', 'psychedelic hip hop', 'wonky']",2014-10-06,Never Catch Me,59,spotify:track:1KOqY0QTSadQFRgbNw1sLh,234486,0.526,0.936,8,-4.576,0.262,0.316,0.000417,0.261,0.283,81.305
deadmau5,"['canadian electronic', 'complextro', 'edm', 'electro house', 'pop dance', 'progressive house']",2021-07-16,When The Summer Dies,58,spotify:track:1Lgvs8WzpPbT5VuUFIAJwt,329531,0.795,0.642,1,-7.094,0.0516,0.000472,0.0522,0.226,0.446,127.986
The Knife,"['alternative dance', 'art pop', 'dance-punk', 'electronica', 'gothenburg indie', 'indietronica', 'neo-synthpop', 'new rave', 'swedish electropop', 'swedish synthpop', 'trip hop']",2003-01-17,Heartbeats,58,spotify:track:5P2hEcHjoNMh33EsFPPOJE,231828,0.645,0.732,8,-5.021,0.0315,0.0198,7.98e-05,0.134,0.427,87.989
DJ Snake,"['edm', 'electronic trap', 'pop', 'pop dance']",2023-06-16,Westside Story,54,spotify:track:0IS0PXQLPjMyc2Zq7r0oQy,242285,0.718,0.693,7,-4.902,0.332,0.0127,4.91e-05,0.167,0.67,105.004
Justice,"['alternative dance', 'dance-punk', 'electronica', 'filter house', 'indietronica', 'new rave']",2007-04-30,D.A.N.C.E - Radio Edit,60,spotify:track:3gcmn2CtOE9SjBevmvGVEk,211880,0.591,0.961,4,-5.209,0.345,0.0523,0,0.753,0.536,113.076
deadmau5,"['canadian electronic', 'complextro', 'edm', 'electro house', 'pop dance', 'progressive house']",2023-01-13,Alive (feat. The Moth & The Flame) - KREAM Remix,58,spotify:track:1UoMuntc5aJOQcyOOVLBST,221899,0.598,0.885,9,-6.383,0.0373,0.0309,0.0508,0.211,0.254,126.031
The Avalanches,"['australian alternative rock', 'australian dance', 'collage pop', 'electronica', 'indietronica', 'new rave', 'psychedelic hip hop']",2000-11-27,Since I Left You,58,spotify:track:1AAYbsAIgEJMbxgLgpjE9y,262840,0.518,0.912,7,-7.275,0.0573,0.226,0,0.726,0.504,102.778
Boards of Canada,"['electronica', 'indietronica', 'intelligent dance music', 'scottish electronic', 'trip hop']",2005-10-17,Dayvan Cowboy,59,spotify:track:2J4lJMCuFCA0zlwFOjePD5,300186,0.324,0.615,11,-10.774,0.0419,0.512,0.809,0.0677,0.0361,167.951
LCD Soundsystem,"['alternative dance', 'alternative rock', 'art pop', 'dance rock', 'dance-punk', 'electronic rock', 'electronica', 'indie rock', 'indietronica', 'neo-synthpop', 'new rave']",2010-05-17,Home,55,spotify:track:5gmv3BgePSYiHnPJgY7oTJ,473333,0.752,0.844,9,-8.705,0.0398,0.0462,0.131,0.0782,0.78,124.013
Martin Jensen,"['danish electronic', 'edm', 'pop dance']",2023-04-14,Worship You,62,spotify:track:2rfZyAX6wZxQWMQ9GYyLIu,178760,0.787,0.728,11,-5.556,0.0392,0.116,7.6e-05,0.132,0.671,120.988
Caribou,"['alternative dance', 'art pop', 'electronica', 'folktronica', 'indietronica', 'intelligent dance music', 'trip hop']",2014-10-07,Can't Do Without You,54,spotify:track:5owacNcWuezb4JHoGdoQSj,236400,0.691,0.407,0,-9.053,0.0473,0.79,0.656,0.783,0.491,128.035
The Avalanches,"['australian alternative rock', 'australian dance', 'collage pop', 'electronica', 'indietronica', 'new rave', 'psychedelic hip hop']",2020-12-11,The Divine Chord,60,spotify:track:3A0cAzFKPefBCz7Z02UnnO,187586,0.557,0.863,0,-5.321,0.0391,0.104,0,0.697,0.373,105.362
San Holo,"['brostep', 'edm', 'electro house', 'electronic trap', 'future bass', 'pop dance']",2023-01-27,DON'T LOOK DOWN (feat. Lizzy Land),54,spotify:track:5rIpzFDp0sYDCQytYDG96W,196800,0.377,0.712,8,-3.824,0.0508,0.124,2.65e-06,0.45,0.294,150.03
deadmau5,"['canadian electronic', 'complextro', 'edm', 'electro house', 'pop dance', 'progressive house']",2018-07-13,Monophobia,57,spotify:track:1mekHae3Rj2GQPM670FRJV,214670,0.544,0.746,6,-4.877,0.043,0.00153,0.00392,0.135,0.224,128.043
Tycho,"['downtempo', 'electronica', 'indietronica', 'intelligent dance music']",2011-10-04,Melanine,55,spotify:track:5uTnqjoCiHCZJ3TmQpOhpH,173337,0.443,0.47,8,-8.876,0.0314,0.857,0.929,0.0901,0.0859,146.294
Felix Cartal,"['canadian electronic', 'electro house', 'pop dance', 'pop edm']",2023-03-17,Love You More,57,spotify:track:6m233M73tZHzRiUrNdBXOp,181200,0.606,0.916,1,-4.853,0.0742,0.0801,0.000599,0.499,0.722,100.028
Adventure Club,"['brostep', 'canadian electronic', 'complextro', 'edm', 'electro house', 'filthstep', 'pop dance']",2023-05-19,You Found Me,54,spotify:track:5caU54QlqCMPEKIbQ3nbhd,269538,0.468,0.836,11,-3.336,0.0664,0.0351,0.000183,0.666,0.19,130.017
LCD Soundsystem,"['alternative dance', 'alternative rock', 'art pop', 'dance rock', 'dance-punk', 'electronic rock', 'electronica', 'indie rock', 'indietronica', 'neo-synthpop', 'new rave']",2022-09-30,new body rhumba (from the film White Noise),55,spotify:track:2iqA5Na5vlo0bnZUf8KT1N,443853,0.707,0.931,2,-5.463,0.0545,0.0933,0.00267,0.153,0.702,136.822
deadmau5,"['canadian electronic', 'complextro', 'edm', 'electro house', 'pop dance', 'progressive house']",2022-12-09,When I Talk,58,spotify:track:0u0oY2WuHC8B22p5nF8qsU,207957,0.679,0.845,11,-6.548,0.0507,0.207,0.114,0.119,0.115,126.026
San Holo,"['brostep', 'edm', 'electro house', 'electronic trap', 'future bass', 'pop dance']",2018-09-21,lift me from the ground,54,spotify:track:7kZVirTc3V6d4YWtu6RaAu,260903,0.572,0.69,11,-4.939,0.0396,0.513,4.83e-05,0.148,0.347,155.134
DJ Snake,"['edm', 'electronic trap', 'pop', 'pop dance']",2022-11-04,Nightbird,58,spotify:track:0CADZTEOUaMw9bHnKB59Ts,156190,0.811,0.808,9,-6.055,0.0548,0.00816,0.505,0.135,0.651,126.027
Aphex Twin,"['ambient', 'braindance', 'electronica', 'intelligent dance music', 'uk experimental electronic']",2014-09-22,180db_ [130],58,spotify:track:5oKbtirX6EbMMOgD2fMJ6E,191466,0.828,0.61,1,-7.305,0.0648,0.00104,0.894,0.0792,0.566,130.064
Justice,"['alternative dance', 'dance-punk', 'electronica', 'filter house', 'indietronica', 'new rave']",2022-12-08,D.A.N.C.E. - Logic Reprise,55,spotify:track:5qz9QTNgiajpsnp7agqBpc,196408,0.741,0.768,6,-10.499,0.103,0.0454,0,0.685,0.782,110.027
Four Tet,"['electronica', 'folktronica', 'indietronica', 'intelligent dance music', 'trip hop']",2023-04-26,Three Drums,59,spotify:track:2FRIWWs5xxPoQrk5pMmsQN,495858,0.169,0.44,0,-10.385,0.0277,0.149,0.169,0.126,0.113,95.896
Adventure Club,"['brostep', 'canadian electronic', 'complextro', 'edm', 'electro house', 'filthstep', 'pop dance']",2013-10-29,Gold (feat. Yuna),53,spotify:track:3wjen23Xb9H1kU4V50QyiZ,257044,0.479,0.675,9,-4.893,0.0413,0.0319,0.00536,0.128,0.189,145.022
Martin Jensen,"['danish electronic', 'edm', 'pop dance']",2023-02-10,What a Night,62,spotify:track:5M78sypr7NMw0MMcrWTS0l,157750,0.621,0.54,11,-7.769,0.0499,0.339,1.05e-05,0.121,0.327,124.148
DJ Snake,"['edm', 'electronic trap', 'pop', 'pop dance']",2019-12-27,"Loco Contigo (with J. Balvin & Ozuna feat. Nicky Jam, Natti Natasha, Darell & Sech) - REMIX",64,spotify:track:5QXQy0f2q8wJNpPwJtjifx,341875,0.789,0.694,6,-5.781,0.0729,0.0982,0,0.0962,0.549,96.035
LCD Soundsystem,"['alternative dance', 'alternative rock', 'art pop', 'dance rock', 'dance-punk', 'electronic rock', 'electronica', 'indie rock', 'indietronica', 'neo-synthpop', 'new rave']",2005-01-24,Tribulations,55,spotify:track:5JOO8UMaEpOfhhatQQsAqm,299000,0.694,0.773,6,-5.61,0.0352,3.27e-05,0.883,0.0761,0.896,132.012
DVBBS,"['canadian electronic', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'slap house']",2022-10-28,Just Words,60,spotify:track:7I4yaEqhvAhz795dN0mMre,171405,0.722,0.8,11,-4.474,0.0946,0.0539,0.000104,0.312,0.586,125.008
Jon Pardi,"['contemporary country', 'country', 'country road', 'modern country rock']",2016-05-13,Night Shift,79,spotify:track:0bPnT6i9H1p8Vd85GS6Z7I,172253,0.63,0.754,2,-3.564,0.0284,0.0963,0,0.268,0.73,95.999
Jon Pardi,"['contemporary country', 'country', 'country road', 'modern country rock']",2022-09-02,Your Heart Or Mine,78,spotify:track:7ETjhPaIU4UmHOiimJBZz9,161200,0.639,0.713,5,-4.368,0.0337,0.0539,0,0.102,0.717,86.1
Corey Kent,"['modern country pop', 'texas country']",2022-03-04,Wild as Her,78,spotify:track:4RG7P0CXQ4pe0OeCAHjX5L,199733,0.504,0.736,0,-6.079,0.0352,0.00216,0,0.129,0.46,148.014
Tyler Childers,"['kentucky indie', 'kentucky roots', 'outlaw country']",2017-08-04,Lady May,80,spotify:track:3t5OV1asJHmOlf23T08CLv,183533,0.539,0.16,3,-13.285,0.0329,0.881,0.000268,0.105,0.322,81.446
Old Dominion,"['contemporary country', 'country', 'country road', 'modern country rock']",2019-10-25,One Man Band,78,spotify:track:7cA3PnUQDlUyBBwpRozQeo,186240,0.706,0.358,6,-8.331,0.0347,0.677,0,0.107,0.478,75.991
Jon Pardi,"['contemporary country', 'country', 'country road', 'modern country rock']",2016-05-13,Heartache On The Dance Floor,78,spotify:track:0w3Q14i073jLoew1hgJkwD,205200,0.596,0.834,9,-4.308,0.0474,0.0563,0,0.0866,0.618,116.0
Morgan Wallen,['contemporary country'],2023-03-03,Dying Man,79,spotify:track:4kvjThnfQIsPOKjxx0aZDu,183466,0.415,0.573,1,-6.567,0.0286,0.28,0.00449,0.0966,0.322,80.95
Morgan Wallen,['contemporary country'],2018-04-27,The Way I Talk,79,spotify:track:21LRaD9rB3v7p7DDCZsW4y,208280,0.604,0.879,4,-3.388,0.0322,0.0468,0,0.0909,0.757,137.983
Jon Pardi,"['contemporary country', 'country', 'country road', 'modern country rock']",2016-05-13,Head Over Boots,78,spotify:track:4ly1QBXEwYoDmje9rmEgC4,202346,0.563,0.688,7,-4.474,0.0262,0.0763,0,0.0863,0.622,108.008
Eric Church,"['contemporary country', 'country', 'country road']",2011-01-01,Springsteen,78,spotify:track:05ZACkzW8YbRq3eFgIfSNB,263386,0.692,0.809,2,-5.935,0.0255,0.1,9.77e-05,0.185,0.927,104.023
Megan Moroney,['modern country pop'],2023-05-05,Tennessee Orange,79,spotify:track:6DLbBlGIOjjEj0dNN25zhZ,223119,0.38,0.488,9,-6.637,0.029,0.126,7.23e-06,0.115,0.268,156.031
Jelly Roll,"['country rap', 'nashville hip hop', 'tennessee hip hop']",2021-09-17,Son Of A Sinner,80,spotify:track:25VQoiuyc0HkC5FQTj1a8G,232093,0.365,0.541,7,-7.489,0.0304,0.0419,2.25e-06,0.281,0.329,86.041
HARDY,"['contemporary country', 'modern country pop']",2023-01-20,red (feat. Morgan Wallen),78,spotify:track:2D3JfPyY2LkzXgNOb7qziR,205767,0.582,0.878,11,-4.564,0.0404,0.0305,0,0.0791,0.581,140.03
Luke Bryan,"['contemporary country', 'country', 'country road']",2013-01-01,Play It Again,78,spotify:track:03fT3OHB9KyMtGMt2zwqCT,226866,0.506,0.886,11,-3.225,0.0655,0.0916,0,0.0734,0.595,143.935
Morgan Wallen,['contemporary country'],2023-03-03,I Wrote The Book,78,spotify:track:7phmBo7bB9I9YifAXqnlqV,181766,0.692,0.808,2,-3.757,0.0396,0.0834,3.75e-05,0.0913,0.802,143.977
Zac Brown Band,"['contemporary country', 'country', 'country road', 'modern country rock']",2010-09-20,Knee Deep (feat. Jimmy Buffett),78,spotify:track:60IGhnH20N82dNxKnc8jDd,203173,0.715,0.584,8,-8.231,0.0296,0.432,1.41e-06,0.095,0.609,90.99
Cody Johnson,"['classic texas country', 'contemporary country']",2021-10-08,Human,77,spotify:track:5AihIu9yF3flkw1jFMyfwW,221520,0.4,0.647,2,-7.279,0.0337,0.176,5.79e-05,0.11,0.274,84.08
Morgan Wallen,['contemporary country'],2021-01-08,This Bar,79,spotify:track:075qcpR3BnxD5CWUIx1HTr,185280,0.553,0.884,2,-5.306,0.0771,0.0921,0.00033,0.0463,0.248,110.074
Morgan Wallen,['contemporary country'],2022-12-02,One Thing At A Time,79,spotify:track:6KGtAlYvgm4W9PoYabFAYE,206864,0.614,0.913,7,-5.126,0.0296,0.0042,1.72e-06,0.26,0.92,141.982
Morgan Wallen,['contemporary country'],2015-08-24,Spin You Around,78,spotify:track:1yj1ZztSGITJ5Nf4mfH92c,212850,0.517,0.877,4,-3.621,0.0297,0.00147,0,0.208,0.616,150.004
HARDY,"['contemporary country', 'modern country pop']",2023-01-20,TRUCK BED,78,spotify:track:103u49mLoJUge83B1CnLxI,167534,0.662,0.77,0,-4.887,0.0367,0.0875,0,0.35,0.769,132.057
Thomas Rhett,"['contemporary country', 'country', 'country road', 'modern country rock']",2015-01-01,Die A Happy Man,77,spotify:track:5kNe7PE09d6Kvw5pAsx23n,227426,0.595,0.389,2,-9.245,0.0349,0.418,1.39e-06,0.116,0.4,166.052
Parker McCollum,"['classic texas country', 'texas country']",2022-08-05,Handle On You,77,spotify:track:6Qpfsw8OS5HW5XxgmXYLWS,219333,0.588,0.931,6,-3.925,0.0318,0.00411,0,0.345,0.625,105.027
Luke Combs,"['contemporary country', 'country']",2022-06-17,The Kind of Love We Make,80,spotify:track:28n8z9IQKyjMPxmvYMBqZa,224426,0.608,0.745,1,-4.13,0.0277,0.0226,6.47e-06,0.0942,0.464,102.025
Cody Johnson,"['classic texas country', 'contemporary country']",2021-10-08,'Til You Can't,78,spotify:track:4k3lPl8YTKuY8c1HelVnm3,224213,0.501,0.815,1,-4.865,0.0436,0.0513,0,0.106,0.46,160.087
Jason Aldean,"['contemporary country', 'country', 'country road', 'modern country rock']",2010-11-02,Dirt Road Anthem,77,spotify:track:2qYsSHsYkihWx043HVJQRV,229400,0.68,0.741,2,-5.055,0.0357,0.347,1.87e-06,0.117,0.635,127.024
Jon Pardi,"['contemporary country', 'country', 'country road', 'modern country rock']",2016-05-13,Dirt On My Boots,77,spotify:track:7f08qp3HROTkfrtNpiYGGo,201893,0.683,0.796,11,-4.179,0.0285,0.111,0,0.197,0.531,90.031
Chris Stapleton,"['contemporary country', 'outlaw country']",2017-05-05,Broken Halos,78,spotify:track:06gD2ZtK3Dzc1BYqWExQJJ,180906,0.613,0.564,8,-7.085,0.0251,0.134,1.65e-06,0.0585,0.538,78.388
Dustin Lynch,"['contemporary country', 'country', 'country road', 'modern country rock']",2022-02-12,Thinking 'Bout You (feat. MacKenzie Porter),77,spotify:track:4wBjKhJx6JnGoNJfJs24pd,170560,0.403,0.711,8,-4.189,0.0569,0.137,0,0.109,0.801,203.803
Jake Owen,"['contemporary country', 'country', 'country road']",2011-08-26,Barefoot Blue Jean Night,77,spotify:track:3ts6xK5GzfMAAriT9AIBmP,167426,0.599,0.807,4,-4.679,0.0402,0.202,0,0.196,0.812,172.017
Dustin Lynch,"['contemporary country', 'country', 'country road', 'modern country rock']",2022-02-12,Stars Like Confetti,77,spotify:track:5wtPc1OQ7g1H8FBkwWqbhh,194266,0.623,0.874,10,-3.058,0.0329,0.00714,0,0.143,0.961,109.97
Zach Bryan,"['classic oklahoma country', 'modern country pop']",2022-05-20,The Good I'll Do,77,spotify:track:53zCCom4uEoIBaOAEJtjUL,211315,0.434,0.215,10,-8.478,0.0417,0.82,0,0.456,0.187,118.152
Jordan Davis,"['contemporary country', 'country road']",2023-02-17,What My World Spins Around,77,spotify:track:6vjZxvzdAeHp7jv3R398Xm,186800,0.686,0.733,2,-6.483,0.0401,0.111,0,0.153,0.7,124.882
Sam Barber,['modern country pop'],2023-04-12,Straight and Narrow,81,spotify:track:40vKwNlXXKUmQMGceAoEpy,199874,0.427,0.278,10,-8.83,0.0331,0.47,2.22e-05,0.135,0.374,85.633
Eric Church,"['contemporary country', 'country', 'country road']",2011-01-01,Drink In My Hand,77,spotify:track:1cktZnxiONH0hR6Q3DKy8h,191306,0.626,0.913,0,-4.452,0.0318,0.00635,0,0.293,0.946,113.044
Kenny Chesney,"['contemporary country', 'country', 'country road']",2014-09-22,American Kids,77,spotify:track:1dgWTMoHwTUnQhOQ8SR5fV,182960,0.782,0.589,0,-7.37,0.0803,0.0476,5.84e-06,0.0366,0.849,85.022
Lee Brice,"['contemporary country', 'country', 'country road', 'modern country rock']",2020-11-20,One Of Them Girls,77,spotify:track:6uyiyatWPCqC59Mm4rO8xL,188893,0.643,0.79,4,-6.079,0.0461,0.29,0,0.107,0.808,95.981
Kylie Morgan,['modern country pop'],2022-07-01,If He Wanted To He Would,78,spotify:track:3nei8eHEdiwwSfyoOCHPZI,174173,0.655,0.617,0,-4.716,0.026,0.0998,0,0.211,0.734,90.015
Chris Stapleton,"['contemporary country', 'outlaw country']",2020-11-13,Starting Over,77,spotify:track:3K07bGe8iljQ3mOKArHLDo,240413,0.638,0.538,10,-8.445,0.0315,0.452,0.000415,0.0695,0.318,89.124
Sam Hunt,"['contemporary country', 'country', 'country pop']",2023-03-10,Outskirts,76,spotify:track:2E0bqoMlIb2xmFyZHRjtzK,182706,0.552,0.774,10,-3.685,0.0401,0.215,0,0.126,0.194,75.07
Bailey Zimmerman,['modern country pop'],2023-05-12,Rock and A Hard Place,79,spotify:track:1TE8AAk9koG0UJco6ZAUfx,207540,0.582,0.568,1,-7.3,0.0275,0.577,0,0.105,0.394,121.991
ERNEST,['modern country pop'],2022-03-11,Flower Shops (feat. Morgan Wallen),77,spotify:track:0De9jFjJ4eRLl7Yww2eBw1,214405,0.527,0.461,7,-5.908,0.0269,0.118,0,0.0831,0.227,128.153
Florida Georgia Line,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",2012-01-01,Cruise,76,spotify:track:0i5el041vd6nxrGEU8QRxy,208960,0.457,0.948,10,-3.364,0.0354,0.0191,0,0.0536,0.878,148.0
Luke Combs,"['contemporary country', 'country']",2023-02-10,Love You Anyway,78,spotify:track:3qXsX3mYSsD1DmAvc3PE3N,229626,0.532,0.489,4,-7.419,0.0311,0.149,0,0.237,0.32,139.807
Billy Currington,"['contemporary country', 'country', 'country road']",2005-01-01,Good Directions,76,spotify:track:7GQjJEwqlp6m5HNWVQd6OR,215853,0.716,0.72,5,-2.183,0.0319,0.307,0,0.135,0.464,122.512
Jason Aldean,"['contemporary country', 'country', 'country road', 'modern country rock']",2018-04-13,You Make It Easy,76,spotify:track:6EGAfJaLUFzhS4zRBIEQ2J,196800,0.375,0.574,7,-5.305,0.0315,0.143,0,0.11,0.406,132.025
Tyler Childers,"['kentucky indie', 'kentucky roots', 'outlaw country']",2017-05-30,Follow You To Virgie (OurVinyl Sessions),77,spotify:track:4Oz6xl8qhJTdjYZeT98V4m,202000,0.566,0.325,10,-8.819,0.0439,0.732,0,0.317,0.511,78.822
Zac Brown Band,"['contemporary country', 'country', 'country road', 'modern country rock']",2008-11-17,Toes,76,spotify:track:4S518ci8UY4op0Xyp6Hx6o,262773,0.801,0.759,11,-5.398,0.0378,0.657,0,0.0897,0.821,129.971
Scotty McCreery,"['contemporary country', 'country', 'country road', 'modern country rock']",2021-09-17,It Matters To Her,76,spotify:track:4aSRUXfKuBbmje0eXNukuL,171880,0.516,0.752,7,-5.09,0.0333,0.00528,3.78e-05,0.251,0.482,105.007
Tyler Childers,"['kentucky indie', 'kentucky roots', 'outlaw country']",2017-05-30,Nose On The Grindstone (OurVinyl Sessions),78,spotify:track:4a2uqVlpRChHj32EjJLu7G,204000,0.488,0.284,10,-11.039,0.0551,0.735,0,0.319,0.398,149.952
Count Bass D,"['alternative hip hop', 'jazz rap']",2002,Quite Buttery,60,spotify:track:6um8falqCT0st7YLJlgaWs,66039,0.54,0.736,5,-4.745,0.0951,0.306,0,0.273,0.58,94.253
Norah Jones,"['contemporary vocal jazz', 'jazz pop', 'neo mellow', 'vocal jazz']",2002-02-26,The Nearness Of You,64,spotify:track:3HuLpW8NmFFO5GKY8andY2,187769,0.379,0.0462,0,-14.719,0.0445,0.978,0.000931,0.0912,0.147,80.641
Sérgio Mendes,"['bossa nova', 'brazilian jazz', 'samba']",2011-01-01,Mas Que Nada - 2011 Rio Version,56,spotify:track:6eNHrgrgbMFQpQ5qFEPL6h,164200,0.517,0.647,5,-8.076,0.0404,0.694,0.000112,0.21,0.95,94.734
People Under The Stairs,"['alternative hip hop', 'jazz rap']",2002-12-10,Acid Raindrops,59,spotify:track:4MbV8zrWudQflnbiIzp29t,264152,0.859,0.684,2,-6.962,0.28,0.448,1.15e-05,0.202,0.613,91.601
Bobby Darin,"['adult standards', 'easy listening', 'lounge', 'rock-and-roll', 'vocal jazz']",2004-11-23,Dream Lover,61,spotify:track:1KLpjQFgubHI3GkAICCNH3,150706,0.526,0.774,5,-1.692,0.0459,0.715,0,0.437,0.715,131.715
RJD2,"['electronica', 'instrumental hip hop', 'jazztronica']",2002,Ghostwriter,64,spotify:track:5Nn2Dj7OQsGL6pgQ9iIzPp,317933,0.747,0.68,1,-6.187,0.0346,0.0107,0.803,0.0964,0.594,93.804
Eira Eld,['background jazz'],2023-04-20,Silky Smooth,62,spotify:track:71m0kBDhVhtjFcBCJLFTKc,164440,0.45,0.209,7,-17.715,0.0393,0.965,0.604,0.112,0.139,67.315
